cvegeo,nom_ent,nom_mun,acumulacion,sev_eje1,sev_eje2,sev_eje3
07021,Chiapas,Copainalá,0,0,0,0
07022,Chiapas,Chalchihuitán,1,1,0,0
07023,Chiapas,Chamula,2,0,1,1
07024,Chiapas,Chanal,0,0,0,0
07025,Chiapas,Chapultenango,1,0,0,1
07026,Chiapas,Chenalhó,2,0,1,1
07027,Chiapas,Chiapa de Corzo,1,1,0,0
07028,Chiapas,Chiapilla,3,1,1,1
07029,Chiapas,Chicoasén,2,1,0,1
07030,Chiapas,Chicomuselo,0,0,0,0
07031,Chiapas,Chilón,0,0,0,0
07032,Chiapas,Escuintla,1,1,0,0
07033,Chiapas,Francisco León,1,0,0,1
07034,Chiapas,Frontera Comalapa,1,0,1,0
07035,Chiapas,Frontera Hidalgo,1,1,0,0
07036,Chiapas,La Grandeza,1,0,0,1
07037,Chiapas,Huehuetán,1,1,0,0
07038,Chiapas,Huixtán,0,0,0,0
07039,Chiapas,Huitiupán,1,0,0,1
07040,Chiapas,Huixtla,1,1,0,0
07041,Chiapas,La Independencia,1,0,1,0
07042,Chiapas,Ixhuatán,0,0,0,0
07043,Chiapas,Ixtacomitán,0,0,0,0
07044,Chiapas,Ixtapa,0,0,0,0
07045,Chiapas,Ixtapangajoya,1,1,0,0
07046,Chiapas,Jiquipilas,1,1,0,0
07047,Chiapas,Jitotol,0,0,0,0
07048,Chiapas,Juárez,1,1,0,0
07049,Chiapas,Larráinzar,1,0,0,1
07050,Chiapas,La Libertad,0,0,0,0
07051,Chiapas,Mapastepec,1,0,1,0
07052,Chiapas,Las Margaritas,0,0,0,0
07053,Chiapas,Mazapa de Madero,1,0,0,1
07054,Chiapas,Mazatán,1,1,0,0
07055,Chiapas,Metapa,2,1,0,1
07056,Chiapas,Mitontic,2,0,1,1
07057,Chiapas,Motozintla,1,0,0,1
07058,Chiapas,Nicolás Ruíz,2,0,1,1
07059,Chiapas,Ocosingo,0,0,0,0
07060,Chiapas,Ocotepec,1,0,0,1
07061,Chiapas,Ocozocoautla de Espinosa,1,1,0,0
07062,Chiapas,Ostuacán,0,0,0,0
07063,Chiapas,Osumacinta,1,0,0,1
07064,Chiapas,Oxchuc,0,0,0,0
07065,Chiapas,Palenque,0,0,0,0
07066,Chiapas,Pantelhó,1,0,1,0
07067,Chiapas,Pantepec,1,0,0,1
07068,Chiapas,Pichucalco,1,1,0,0
07069,Chiapas,Pijijiapan,1,1,0,0
07070,Chiapas,El Porvenir,1,0,0,1
07071,Chiapas,Villa Comaltitlán,1,1,0,0
07072,Chiapas,Pueblo Nuevo Solistahuacán,0,0,0,0
07073,Chiapas,Rayón,0,0,0,0
07074,Chiapas,Reforma,0,0,0,0
07075,Chiapas,Las Rosas,2,1,1,0
07076,Chiapas,Sabanilla,0,0,0,0
07077,Chiapas,Salto de Agua,0,0,0,0
07078,Chiapas,San Cristóbal de las Casas,2,1,1,0
07079,Chiapas,San Fernando,2,1,1,0
07080,Chiapas,Siltepec,1,0,0,1
07081,Chiapas,Simojovel,0,0,0,0
07082,Chiapas,Sitalá,1,1,0,0
07083,Chiapas,Socoltenango,1,0,1,0
07084,Chiapas,Solosuchiapa,0,0,0,0
07085,Chiapas,Soyaló,1,0,1,0
07086,Chiapas,Suchiapa,1,1,0,0
07087,Chiapas,Suchiate,2,1,1,0
07088,Chiapas,Sunuapa,0,0,0,0
07089,Chiapas,Tapachula,2,1,0,1
07090,Chiapas,Tapalapa,1,0,0,1
07091,Chiapas,Tapilula,1,0,0,1
07092,Chiapas,Tecpatán,0,0,0,0
